"urls","titulos","subtitulos","autores","dias","corpos"
"https://www.cnnbrasil.com.br/economia/tcu-acata-denuncia-contra-mudanca-em-politica-de-indicacoes-da-petrobras-mas-mantem-assembleia/"," TCU acata denúncia contra mudança em política de indicações da Petrobras, mas mantém assembleia "," Mudanças no estatuto, que visam eliminar restrições para a indicação de membros para a alta cúpula da Petrobras, foram propostas pelo Conselho de Administração da petroleira em outubro ","  da Reuters     "," 30/11/2023 às 10:20 | Atualizado 30/11/2023 às 12:02 ","  seg - sex  Apresentação  Ao vivo A seguir  Mudanças no estatuto, que visam eliminar restrições para a indicação de membros para a alta cúpula da Petrobras, foram propostas pelo Conselho de Administração da petroleira em outubro    da Reuters     RIO DE JANEIRO (Reuters) – O Tribunal de Contas da União (TCU) concedeu medida cautelar impedindo que a Petrobras registre alterações em sua política de indicações, caso aprovadas em assembleia de acionistas na tarde desta quinta-feira, até que o órgão julgue denúncia de irregularidades. As mudanças no estatuto, que visam eliminar restrições para a indicação de membros para a alta cúpula da Petrobras, foram propostas pelo Conselho de Administração da petroleira em outubro, em passo que poderá abrir caminho para a entrada de políticos na empresa. No documento, datado da véspera, o TCU decidiu que caso as mudanças sejam aprovadas, não poderão ser levadas a registro, na Junta Comercial do Estado do Rio de Janeiro (Jucerja). Também determinou promover a oitiva da Petrobras para, no prazo de 15 dias, se manifeste quanto a alguns “indícios de irregularidades que maculam a proposição”. Dentre os indícios, o TCU citou a possível ocorrência de falha procedimental, pontuando que a decisão pela proposta tomada pelo conselho teria ocorrido “sem que houvesse o concurso de parecer jurídico ou manifestação de área técnica da companhia, já que teria suporte tão somente no que constou em recomendação do Comitê de Pessoas (Cope), em possível afronta ao dever de diligência”. Com as alterações, a empresa quer fazer valer no estatuto uma decisão liminar do então ministro do STF Ricardo Lewandowski, de março deste ano. Na ocasião, o magistrado suspendeu os efeitos do trecho da Lei das Estatais que restringe indicações de conselheiros e diretores que sejam titulares de alguns cargos públicos ou que tenham atuado, nos três anos anteriores, na estrutura decisória de partido político ou na organização e na realização de campanha eleitoral. O STF, no entanto, ainda não tomou uma decisão final sobre o tema. A petroleira decidiu então excluir trechos que replicavam a lei em seu estatuto e incluir na redação que “somente considerará hipóteses de conflito de interesses formal nos casos expressamente previstos em lei”. A proposta será julgada nesta quinta-feira, em assembleia geral extraordinária de acionistas. O movimento da companhia foi entendido por alguns agentes do mercado como uma forma de afrouxar regras de governança instituídas nos últimos anos, após a Petrobras ter sofrido com um amplo escândalo de corrupção envolvendo políticos e partidos políticos, assim como grandes companhias e empresários. A petroleira alega, no entanto, que as mudanças tem como objetivo somente manter o documento alinhado ao disposto na Lei das Estatais, quaisquer que venham a ser as decisões judiciais a respeito do tema.    As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/parcerias-entre-petrobras-e-arabia-saudita-estao-avancando-diz-prates/"," Parcerias entre Petrobras e Arábia Saudita estão avançando, diz Prates "," Presidente da estatal afirmou que projetos são de segurança, acessibilidade e sustentabilidade energética ","  Denise Luna, do Estadão Conteúdo     "," 29/11/2023 às 15:36 | Atualizado 29/11/2023 às 18:14 ","  seg - sex  Apresentação  Ao vivo A seguir  Presidente da estatal afirmou que projetos são de segurança, acessibilidade e sustentabilidade energética    Denise Luna, do Estadão Conteúdo     O presidente da Petrobras, Jean Paul Prates, disse em uma rede social que a estatal está “avançando em parcerias com nossos colegas sauditas, para garantir que possamos trabalhar conjuntamente em projetos de segurança, acessibilidade e sustentabilidade energética”, afirmou sem dar detalhes. O executivo participou nesta quarta-feira (29) da mesa de debates do Fórum Empresarial Arábia Saudita-Brasil, em Riad, na Arábia Saudita, junto com o presidente Luiz Inácio Lula da Silva (PT). O governo brasileiro está na região para participar da Conferência das Nações Unidas sobre as Mudanças Climáticas, a COP-28, que acontece em Dubai, nos Emirados Árabes, a partir de quinta-feira (30).  Leia Mais  O evento em Riad, promovido pela Apex Brasil, reuniu as principais empresas e entidades brasileiras e sauditas para promover a prospecção econômica entre ambos os países. “Na mesa sobre energia, defendi que o Brasil possui grande potencial na liderança operacional da transição energética, que já está em curso. Nosso País detém uma matriz energética e elétrica importantemente renovável. E isso serve tanto de desafio como de referência para nossas relações com a Arábia Saudita e demais países”, disse Prates. No encontro, o presidente Lula também convocou a Arábia Saudita a avaliar parcerias na área de fertilizantes. O Brasil é o maior importador do insumo, ao mesmo tempo que é uma dos maiores fornecedores de alimentos do planeta. A Petrobras possui quatro fábricas de fertilizantes, sendo uma em construção, a UFN III, em Três Lagoas, Mato Grosso do Sul, que chegou a ter a venda anunciada pelo governo Bolsonaro para o grupo russo Acron, mas não foi adiante; e outras três que foram hibernadas (Fafen-PR) e arrendadas (Fafen-BA e Fafen-SE) entre 2019 e 2020. Segundo Prates, a intenção da Petrobras agora é retomar todas as unidades. A primeira que deverá voltar à operação é a unidade do Paraná, que está hibernando, e conversas já estão sendo feitas para possíveis projetos conjuntos nas fábricas arrendadas na Bahia e Sergipe. Já a fábrica de Três Lagoas tem previsão de iniciar a operação em 2028, com possibilidade de ter o prazo antecipado.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/prates-diz-que-lula-jamais-pressionou-petrobras-para-alterar-preco-dos-combustiveis/"," Prates diz que Lula jamais pressionou Petrobras para alterar preço dos combustíveis "," Segundo o presidente da Petrobras, os encontros e telefonemas com Lula são marcados por consultas sobre o mercado em geral, mas sem envolvimento na política de preços da companhia "," Cleber Rodriguesda CNN   Rio de Janeiro "," 24/11/2023 às 18:51 | Atualizado 24/11/2023 às 18:52 ","  seg - sex  Apresentação  Ao vivo A seguir  Segundo o presidente da Petrobras, os encontros e telefonemas com Lula são marcados por consultas sobre o mercado em geral, mas sem envolvimento na política de preços da companhia   Cleber Rodriguesda CNN   Rio de Janeiro O presidente da Petrobras, Jean Paul Prates, negou nesta sexta-feira (24) que sofra pressão do presidente Luiz Inácio Lula da Silva (PT) para alterar o preço dos combustíveis no Brasil. Segundo o presidente da Petrobras, os encontros e telefonemas com Lula são marcados por consultas sobre o mercado em geral, mas sem envolvimento na política de preços da companhia.  Leia Mais  “Pressão você recebe de todo mundo, inclusive do cidadão, que tem o direito de reclamar e achar que o preço está caro ou está barato. Mas pressão de governo, do presidente dizer ‘olha, baixa o preço ou sobe o preço’ jamais houve”, afirmou. “O presidente é consciente desse papel. Claro que ele comenta comigo, como qualquer cidadão, as circunstâncias de cada área, mas chegar para mim e pedir para descer o preço, em hipótese alguma isso aconteceu”. Sobre a promessa em sua gestão de reduzir a dependência do Preço de Paridade de Importação (PPI), o presidente da estatal avalia que o objetivo foi concluído antes de completar o primeiro ano do governo Lula, o que trouxe mais competitividade e segurança econômica para o mercado interno. “O preço do barril não é mais a única variável que a gente observa. Além disso, nós não estamos mais na ditadura do PPI. O que também não quer dizer que a gente diminuiria o preço todos os anos. O que foi compromissado foi ‘abrasileirar’ os preços, e isso nós fizemos. Nós trouxemos para a política de preços da Petrobras os fatores nacionais”, disse Prates. Nesta sexta-feira, no Rio, a Petrobras apresentou à imprensa o Plano Estratégico 2024-2028, que prevê investimento de US$ 102 bilhões, correspondendo a cerca de R$ 500 bilhões no câmbio anual, nos próximos cinco anos, o maior volume de investimentos feito por uma empresa brasileira. A Petrobras destinará até US$ 11,5 bilhões (R$ 56,3 bilhões) para projetos de baixo carbono nos próximos cinco anos, ou 11% do investimento total da companhia, considerando os investimentos transversais nos diversos segmentos de negócio. Do montante, US$ 5,5 bilhões (R$ 26,9 bilhões) serão para energias eólicas e solar. “O plano assegura o presente e lança bases para o futuro da companhia. Nós vamos fazer transição energética de forma gradual, responsável, mas crescente. Investindo em novas energias sem abrir mão de uma hora para outra do petróleo. A Petrobras será uma empresa de energia nacional”, projetou o presidente da companhia.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/novo-plano-busca-revitalizar-petrobras-para-futuro-e-transicao-energetica-diz-ceo/"," Novo plano busca “revitalizar” Petrobras para futuro e transição energética, diz CEO "," Plano estratégico 2024-2028 foi divulgado na quinta-feira (23) ","  de Reuters     "," 24/11/2023 às 12:27 ","  seg - sex  Apresentação  Ao vivo A seguir  Plano estratégico 2024-2028 foi divulgado na quinta-feira (23)    de Reuters     O novo plano estratégico da Petrobras para o período 2024-2028 busca “revitalizar” a empresa e lançar as bases para o futuro em meio à transição energética, disse nesta sexta-feira (24) o CEO da estatal, Jean Paul Prates. Ao comentar sobre o plano divulgado na quinta-feira (23), Prates afirmou ainda que a Petrobras tem o “dever” de se tornar uma empresa de energia nacional, depois que a União deixou de ser controladora da Eletrobras. Divulgado na véspera, o primeiro plano estratégico da estatal sob o terceiro governo de Luiz Inácio Lula da Silva prevê investimentos de US$ 102 bilhões (R$ 498,28 bilhões) entre 2024 e 2028, alta de 31% em relação ao previsto no plano quinquenal anterior, com até US$ 11,5 bilhões (R$ 56,18 bilhões) previstos para projetos de baixo carbono.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/petrobras-preve-ate-us55-bi-para-dividendos-incluindo-recompras-de-acoes-ate-2028/"," Petrobras prevê até US$ 55 bi para dividendos, incluindo recompras de ações até 2028 "," Número é previsto no Plano de Negócios da Petrobras 2024-2028, publicado nesta quinta-feira (23) ","  de Reuters     "," 24/11/2023 às 12:18 | Atualizado 20/02/2024 às 10:35 ","  seg - sex  Apresentação  Ao vivo A seguir  Número é previsto no Plano de Negócios da Petrobras 2024-2028, publicado nesta quinta-feira (23)    de Reuters     O Plano de Negócios da Petrobras 2024-2028 prevê entre US$ 45 bilhões (R$ 219,83 bilhões) e US$ 55 bilhões (R$ 268,68 bilhões) para a remuneração de acionistas, incluindo dividendos tradicionais, extraordinários e recompras de ações, no horizonte do seu programa estratégico, de acordo com um detalhamento publicado nesta sexta-feira (24). Dentro desta projeção, a Petrobras considera uma faixa de US$ 5 bilhões (R$ 24,43 bilhões) a US$ 10 bilhões (R$ 48,85 bilhões) de dividendos extraordinários. Pela regra vigente, a companhia destina ao menos 45% do fluxo de caixa livre para dividendos, quando a dívida bruta da empresa estiver abaixo de US$ 65 bilhões (R$ 317,53 bilhões). O volume de dividendos se compara a fluxos de investimentos estimados entre US$ 90 bilhões (R$ 439,66 bilhões) e US$ 95 bilhões (R$ 464,08 bilhões) entre 2024 e 2028. A Petrobras prevê também destinar ainda entre US$ 35 bilhões (R$ 170,98 bilhões) a US$ 40 bilhões (R$ 195,4 bilhões) para arrendamentos, até US$ 10 bilhões para amortizações de dívidas financeiras e no máximo US$ 10 bilhões para despesas financeiras. Para fazer frente a estes investimentos, dividendos e outras despesas; a Petrobras projeta uma geração de caixa de US$ 180 bilhões (R$ 879,32 bilhões) a US$ 207 bilhões (R$ 1,011 trilhão) no horizonte do plano, além de até US$ 3 bilhões (R$ 14,66 bilhões) em “earn-outs”, que incluem eventuais desinvestimentos.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/mercado-hoje-24-novembro-2023/"," Ibovespa sobe pela 5ª semana seguida e fecha com alta de 0,59%; dólar cai 0,14%, a R$ 4,89 "," Em Wall Street, o mercado acionário voltou a operar após feriado de Ação de Graças, mas em pregão reduzido "," Da CNN*   da Reuters "," 24/11/2023 às 09:11 | Atualizado 24/11/2023 às 18:29 ","  seg - sex  Apresentação  Ao vivo A seguir  Em Wall Street, o mercado acionário voltou a operar após feriado de Ação de Graças, mas em pregão reduzido   Da CNN*   da Reuters O Ibovespa encerrou em queda nesta sexta-feira (24), mas subiu pela quinta semana seguida, enquanto o dólar caiu diante dos novos plano de investimentos anunciado pela Petrobras e o veto do presidente Luiz Inácio Lula da Silva (PT) à prorrogação da desoneração da folha de 17 setores da economia, que ainda pode ser derrubado pelo Congresso. Em Wall Street, o mercado acionário voltou a operar após feriado de Ação de Graças, mas em pregão reduzido, até apenas 15h, pelo horário de Brasília, enquanto a semana foi marcada pela acomodação dos rendimentos dos Treasuries, os títulos do governo dos EUA, em patamar mais baixo. O principal índice do mercado doméstico encerrou o dia com perda de 0,84%, aos 125.517, mas as altas acumuladas nas últimas sessões fizeram o Ibovespa fechar a semana com alta de 0,59% — mantendo o melhor patamar em mais de dois anos. Já a divisa norte-americana fechou o dia com queda de 0,17%, negociada a R$ 4,899 na venda. Na semana, o dólar registrou perda de 0,14% ante o par brasileiro, marcando a sexta baixa nessa base de comparação em sete semanas.  Leia Mais  Com baixa liquidez nos mercados internacionais, as atenções dos investidores se voltaram ao noticiário doméstico. Um dos focos foi a Petrobras, que na véspera divulgou novos planos de investimento, prevendo a injeção de US$ 102 bilhões entre 2024 e 2028, alta de 31% em relação ao previsto para o período quinquenal anterior. Segundo o CEO da estatal, Jean Paul Prates, o planejamento busca “revitalizar” a empresa e lançar as bases para o futuro em meio à transição energética. Ao comentar sobre o plano divulgado na quinta-feira (23), Prates afirmou ainda que a Petrobras tem o “dever” de se tornar uma empresa de energia nacional, depois que a União deixou de ser controladora da Eletrobras. As ações preferenciais da Petrobras (PETR4) da estatal fecharam com alta de 0,28%. Já na seara política, as atenções estiveram na decisão do presidente Luiz Inácio Lula da Silva (PT) em vetar de forma integral a desoneração da folha de pagamento para 17 setores que mais empregam no país. A decisão será analisado pelo Congresso Nacional. A decisão foi criticada por sindicatos e associações, que afirmaram que o veto prejudica o desenvolvimento da indústria e pode levar ao corte de postos de trabalho. O ministro da Fazenda, Fernando Haddad, afirmou nessa semana que o governo  pretende apresentar um conjunto de medidas para equacionar a situação dos setores beneficiados pela desoneração. “Na volta da COP, vamos apresentar um conjunto de medidas que podem ser tomadas no final do ano para equacionar esse problema”, disse se referindo à Conferência das Nações Unidas para o Clima, que será realizada entre os dias 30 de novembro e 12 de dezembro em Dubai, nos Emirados Árabes Unidos.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/petrobras-preve-investimentos-de-us-102-bilhoes-entre-2024-e-2028/"," Petrobras prevê investimentos de US$ 102 bilhões entre 2024 e 2028 "," Total representa aumento de 31% em relação aos US$ 78 bilhões anunciados pela estatal para 2023-2027 ","  da Reuters     "," 23/11/2023 às 18:42 | Atualizado 23/11/2023 às 20:16 ","  seg - sex  Apresentação  Ao vivo A seguir  Total representa aumento de 31% em relação aos US$ 78 bilhões anunciados pela estatal para 2023-2027    da Reuters     A Petrobras prevê investir US$ 102 bilhões entre 2024 e 2028, alta de 31% em relação ao previsto para o período quinquenal anterior, anunciou a petroleira nesta quinta-feira (23), ao publicar seu primeiro Plano Estratégico sob o terceiro governo de Lula. Do montante total, US$ 91 bilhões se referem a projetos em implantação, enquanto US$ 11 bilhões consideram projetos ainda em avaliação, sujeitos a estudos adicionais de financiabilidade antes do início da contratação e execução, ponderou a empresa. O total representa um aumento de 31% em relação aos US$ 78 bilhões anunciados pela Petrobras para o período 2023-2027. O cálculo, contudo, considera também os projetos em análise no plano atual. Do valor previsto, cerca de 72% serão aportados na área de exploração e produção, que mantém seu protagonismo ainda que a administração da companhia esteja buscando caminhos para a diversificação do seu portfólio, uma das importantes bandeiras levantadas pelo PT para a Petrobras desde as eleições. A área de Refino, Transporte e Comercialização, por sua vez, representa 16% do novo orçamento total, enquanto Gás e Energia (G&E) e Baixo Carbono tem 9%, e o Corporativo, 3%.  Leia Mais  Com o plano de negócios, a Petrobras projeta elevar a produção de petróleo e gás para 3,2 milhões de barris de óleo equivalente ao dia (boed) em 2028, alta de mais de 14% ante os 2,8 milhões boed projetados para 2024. Considerando apenas petróleo, a produção aumentaria 13,6% em 2028, para 2,5 milhões de barris ao dia (bpd), contra 2,2 milhões bpd previstos para 2024. A companhia ressaltou que as projeções de produção de óleo, produção total e comercial de óleo e gás natural para 2024 foram acrescidas em aproximadamente 100 mil bpd/boed, na comparação com o plano anterior, “considerando o bom desempenho dos campos, as previsões de ramp-ups e entrada de novos poços”. Nos anos de 2025 e 2026, a produção de óleo, produção total e comercial de óleo e gás natural encontram-se inferiores ao projetado no plano anterior em cerca de 100 mil bpd/boed. “Esta diferença deve-se principalmente às condições atuais de mercado oriundas do contexto global, onde alguns sistemas de produção e projetos complementares de águas profundas tiveram seus cronogramas impactados”, disse a companhia. “Essas flutuações fazem parte da dinâmica da indústria, e estão dentro da faixa de incerteza divulgada no último plano”, acrescentou. A companhia tem uma margem 4% para mais ou para menos em suas estimativas de produção. Dentre as principais premissas para a financiabilidade do plano, a Petrobras considera um petróleo brent a US$ 80 o barril em 2024, caindo nos anos seguintes para US$ 78 em 2025, US$ 75 em 2026, US$ 73 em 2027 e US$ 70 em 2028. Já a cotação do dólar, para financiabilidade do plano, foi prevista em 5,05 reais no ano que vem, ficando praticamente estável nos anos seguintes, com queda para R$ 4,98 em 2027 e R$ 4,90 em 2028. A Petrobras reiterou o caixa de referência de US$ 8 bilhões, dívida bruta inferior a US$ 65 bilhões, com dívida financeira inferior à de leasings e dividendos conforme política vigente. Publicado por Amanda Sampaio, da CNN.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/politica/lula-cobra-fim-de-divergencias-publicas-entre-ministro-e-presidente-da-petrobras-dizem-fontes/"," Lula cobra fim de divergências públicas entre ministro e presidente da Petrobras, dizem fontes "," Alinhamento de diretrizes sobre o planejamento estratégico da estatal será divulgado nesta quinta-feira (23) "," Caio Junqueirada CNN   em São Paulo "," 22/11/2023 às 15:26 ","  seg - sex  Apresentação  Ao vivo A seguir  Alinhamento de diretrizes sobre o planejamento estratégico da estatal será divulgado nesta quinta-feira (23)   Caio Junqueirada CNN   em São Paulo O presidente Luiz Inácio Lula da Silva (PT) aproveitou uma reunião no Palácio do Planalto para cobrar o fim de divergências públicas entre o ministro de Minas e Energia, Alexandre Silveira, e o presidente da Petrobras, Jean Paul Prates, informaram à CNN fontes envolvidas no assunto. No encontro, ocorrido na terça-feira (21), além do alinhamento de diretrizes sobre o planejamento estratégico da estatal que será divulgado nesta quinta-feira (23), o presidente, segundo relatos, passou a orientação para que não haja cobranças públicas e respostas pela imprensa dentre ambos.  Leia Mais  Teria lembrado ainda que a orientação é de cada um fazer o seu papel e lembrou que a decisão final sempre será dele. Desde o início do governo há embates entre ambos, em público e nos bastidores. O mais recente ocorreu sexta-feira, quando Silveira disse em entrevista que “já está na hora de ‘puxarmos a orelha’ de novo da Petrobras”. Uma alusão a sua pressão para que haja queda do preço dos combustíveis. Prates respondeu no dia seguinte que se o Ministério de Minas e Energia quiser que haja essa redução terá que se adequar ao rito estabelecido pela empresa. Hoje, Prates terá nova reunião com Lula para tratar do plano estratégico. O debate principal é até onde a Petrobras deve apostar em renováveis ainda não reguladas, como eólica offshore e hidrogênio verde. Procurados pela CNN, nem Silveira nem Prates quiseram se manifestar.  As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/ibama-deve-decidir-sobre-licenca-para-petrobras-explorar-foz-do-amazonas-no-inicio-de-2024/"," Ibama deve decidir sobre licença para Petrobras explorar Foz do Amazonas no início de 2024 "," Análises anteriores do instituto pontuaram falta de segurança ambiental no pedido, que foi reformulado ","  da Reuters     "," 22/11/2023 às 14:58 | Atualizado 22/11/2023 às 16:30 ","  seg - sex  Apresentação  Ao vivo A seguir  Análises anteriores do instituto pontuaram falta de segurança ambiental no pedido, que foi reformulado    da Reuters     O Ibama deve decidir no início do próximo ano sobre o pedido de reconsideração apresentado pela Petrobras para prospecção na Bacia da Foz do Amazonas, na região da Margem Equatorial, disse o presidente do instituto ambiental federal, Rodrigo Agostinho, nesta quarta-feira (22). “A gente está analisando, não tem ainda uma conclusão. O Ibama está fazendo um trabalho prioritário em relação a isso, e provavelmente no começo do ano a gente tenha alguma resposta relacionada a este pedido específico, que é o lote 059, localizado na região conhecida como Foz do Amazonas”, disse ele. “Nós não temos ainda uma conclusão”, acrescentou.  Leia Mais      O Ibama já negou por duas vezes a autorização para que a Petrobras faça prospecção com vistas à exploração de petróleo na região, que fica a cerca de 170 quilômetros no litoral do Amapá. O poço a ser perfurado ficaria a mais de 500 km da foz do rio Amazonas. A perfuração na região da Foz do Amazonas divide opiniões do governo, com o Ministério de Minas e Energia defendendo estudos para explorar a região, que seria reserva de grandes volumes de petróleo. Estudos mostraram que um único bloco na Margem Equatorial, na região amazônica do Amapá, pode haver reservas de bilhões de barris de petróleo, disse o ministro de Minas e Energia, Alexandre Silveira, em setembro. A análise do instituto ambiental foi de que o projeto apresentado pela Petrobras não dava as garantias necessárias de segurança ambiental. A estatal reformulou o pedido e o reapresentou, refazendo pontos que foram considerados críticos pelo Ibama, como a inclusão de mais navios para atendimento em caso de emergência ambiental. No início de outubro, o presidente da Petrobras, Jean Paul Prates, afirmou que a estatal tem a perspectiva de perfurar o primeiro poço na região ainda no primeiro semestre de 2024. A Petrobras está se preparando para perfurar, ainda este ano, o primeiro poço na Margem Equatorial desde 2015. A atividade será realizada na Bacia de Potiguar.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/em-reuniao-no-planalto-governo-cobra-petrobras-por-queda-de-precos-e-aumento-de-conteudo-nacional/"," Em reunião no Planalto, governo cobra Petrobras por queda de preços e aumento de conteúdo nacional "," Participaram da reunião o presidente Lula, o CEO da Petrobras, Jean Paul Prates; e os ministros Rui Costa, Fernando Haddad e Alexandre Silveira "," Daniel Rittnerda CNN   Brasília "," 22/11/2023 às 10:37 | Atualizado 22/11/2023 às 15:13 ","  seg - sex  Apresentação  Ao vivo A seguir  Participaram da reunião o presidente Lula, o CEO da Petrobras, Jean Paul Prates; e os ministros Rui Costa, Fernando Haddad e Alexandre Silveira   Daniel Rittnerda CNN   Brasília Em reunião no Palácio do Planalto com o presidente da Petrobras, Jean Paul Prates, a cúpula do governo cobrou uma redução mais rápida do preço de combustíveis no mercado doméstico e o aumento do conteúdo nacional nos projetos da estatal. Além disso, auxiliares diretos do presidente Luiz Inácio Lula da Silva (PT) defendem ajustes no plano estratégico da Petrobras para o período 2024-2028, que deve chegar a US$ 102 bilhões (R$ 500 bilhões), segundo relatos feitos à CNN.  Leia Mais  O valor é consensual, mas o governo quer mais foco em ampliação da capacidade de refino. Também houve cobranças a Prates por mais conteúdo local em projetos de transição energética da Petrobras, como eólicas offshore (em alto-mar). Lula participou da reunião, que ocorreu nesta terça-feira (22), junto com os ministros Rui Costa (Casa Civil), Fernando Haddad (Fazenda) e Alexandre Silveira (Minas e Energia). Segundo assessores presidenciais, se seguisse ainda a política de paridade de preços internacionais instituída no governo Michel Temer e derrubada no primeiro semestre deste ano, o valor da gasolina e do diesel estaria mais baixo do que o praticado atualmente. Por isso, há insatisfação no Planalto com o que se considera “demora” da Petrobras em repassar a queda nas cotações do petróleo. Um ponto crescente de irritação é o preço do querosene de aviação. O governo tem conduzido discussões com companhias aéreas para falar sobre os altos valores das passagens, que dificultam o acesso da classe média aos aeroportos. Nas conversas, as empresas sempre apontam o peso do querosene como um dos responsáveis, já que ele representa mais de 30% dos custos operacionais do setor. A queixa foi parar em Prates. Isso porque, nos cálculos do governo, o valor atual do querosene vendido pela Petrobras nas refinarias está 13% acima dos preços de paridade internacional. Equivale a R$ 0,49 por litro do combustível, segundo os números apontados na reunião.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/petrobras-divulga-plano-estrategico-para-2024-2028-na-sexta-feira-24-diz-prates/"," Petrobras divulga plano estratégico para 2024-2028 na sexta-feira (24), diz Prates "," Plano envolverá cerca de R$ 100 bilhões em investimentos ","  da Reuters     "," 22/11/2023 às 09:58 | Atualizado 22/11/2023 às 10:52 ","  seg - sex  Apresentação  Ao vivo A seguir  Plano envolverá cerca de R$ 100 bilhões em investimentos    da Reuters     O plano estratégico 2024-2028 da Petrobras será divulgado na sexta-feira (24), disse o presidente-executivo da companhia, Jean Paul Prates. A Reuters informou no início deste mês que o plano envolverá cerca de R$ 100 bilhões (cerca de R$ 490 bilhões) em investimentos.  Leia Mais  O valor previsto está acima dos US$ 78 bilhões (R$ 382,36 bilhões) projetados no plano anterior 2023-2027. Durante evento nesta quarta-feira (22), o executivo afirmou ainda que a Petrobras é parte “importantíssima” do plano do presidente Luiz Inácio Lula da Silva para o Brasil na agenda da transição energética, e que a companhia vai cumprir à risca o que Lula definir dentro de regras e ritos.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
"https://www.cnnbrasil.com.br/economia/petrobras-atualiza-valor-de-dividendos-e-jcp-do-3o-tri-para-r-134-por-acao/"," Petrobras atualiza valor de dividendos e JCP do 3º tri para R$ 1,34 por ação "," Segundo estatal, mudança ocorre após alteração no número de ações em tesouraria ","  da Reuters     "," 21/11/2023 às 18:25 | Atualizado 21/11/2023 às 19:04 ","  seg - sex  Apresentação  Ao vivo A seguir  Segundo estatal, mudança ocorre após alteração no número de ações em tesouraria    da Reuters     A Petrobras informou nesta terça-feira (21) que atualizou o valor bruto por ação de dividendos e Juros sobre Capital Próprio (JCP) do terceiro trimestre deste ano para R$ 1,34 por papel ordinário (PETR3) e preferencial (PETR4). Segundo a Petrobras, a mudança se dá em decorrência do programa de recompra de ações da petroleira, que alterou o número de ações em tesouraria.  Leia Mais    A primeira parcela será no valor de R$ 0,67 por ação ordinária e preferencial, sendo R$ 0,24 sob a forma de dividendos e R$ 0,42 sob a forma de JCP, conforme comunicado ao mercado. A segunda parcela será paga integralmente sob a forma de dividendos, no valor de R$ 0,67 por papel. A Petrobras destacou que o montante total de remuneração aos acionistas segue inalterado.   As principais notícias e o melhor do nosso conteúdo, direto no seu email. Escolha a newsletter e inscreva-se!"
